Ranking;Título;Plataforma;Nota;Descripción;Desarrollador;Productora;Genero;Fecha_lanzamiento;Año_lanzamiento;URL
859;Blasphemous 2;Switch;8,55;Blasphemous 2 Género/s: Action-RPG / Aventura de acción / Metroidvania / Plataformas 2D / Tipo Souls Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.7 83 Según 34 críticas Fecha de lanzamiento : 24/8/2023 Desarrollo: The Game Kitchen Producción: Team17 Distribución: Steam Precio: 29.99  Jugadores: 1 Formato: Descarga Textos: Español Voces: Español Online: - Requisitos PC Logros Estadísticas Steam COMUNIDAD 8 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Blasphemous 2 para Ordenador 2 votos Insuficientes votos para figurar en los rankings.;The Game Kitchen;Team17;Action-RPG / Aventura de acción / Metroidvania / Plataformas 2D / Tipo Souls;24/8/2023;2023;https://vandal.elespanol.com/juegos/pc/blasphemous-2/106094#p-83
860;Unpacking;Switch;8,55;Unpacking Género/s: Puzle Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.5 84 Según 25 críticas Fecha de lanzamiento: 2/11/2021 Desarrollo: Witch Beam Producción: Humble Games Distribución: Steam Precio: 19.99  Jugadores: 1 Formato: Descarga Textos: Español Voces: - Online: - Requisitos PC Logros Estadísticas Steam COMUNIDAD 7.59 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Unpacking para Ordenador 4 votos Insuficientes votos para figurar en los rankings.;Witch Beam;Humble Games;Puzle;2/11/2021;2021;https://vandal.elespanol.com/juegos/pc/unpacking/76313#p-83
861;Ghost Trick: Phantom Detective;Switch;8,55;Ghost Trick: Phantom Detective Género/s: Aventura narrativa / Detectives Plataformas: Ficha técnica de la versión Switch Más información ANÁLISIS 8.5 86 Según 28 críticas Fecha de lanzamiento: 30/6/2023 Desarrollo: Capcom Producción: Capcom Distribución: Nintendo eShop Precio: 29,99  Jugadores: 1 Formato: Digital Textos: Español Voces: - Online: No Requisitos PC COMUNIDAD 10 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Ghost Trick: Phantom Detective para Nintendo Switch 2 votos Insuficientes votos para figurar en los rankings.;Capcom;Capcom;Aventura narrativa / Detectives;30/6/2023;2023;https://vandal.elespanol.com/juegos/switch/ghost-trick-phantom-detective/135134#p-83
862;Super Mario Galaxy 2;Switch;8,55;Super Mario Galaxy 2 Género/s: Aventura de acción / Plataformas 3D Plataformas: También en: WII Ficha técnica de la versión Switch Más información ANÁLISIS 8.3 88 Según 74 críticas Fecha de lanzamiento: 2/10/2025 Desarrollo: Nintendo Producción: Nintendo Distribución: Nintendo eShop Precio: 39.99  Jugadores: 1-2 Formato: Digital Textos: Español Voces: - Online: No COMUNIDAD 8.38 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Super Mario Galaxy 2 para Nintendo Switch 3 votos Insuficientes votos para figurar en los rankings.;Nintendo;Nintendo;Aventura de acción / Plataformas 3D;2/10/2025;2025;https://vandal.elespanol.com/juegos/switch/super-mario-galaxy-2/217153#p-83
863;Heroes 3: The Shadow of Death;PC;8,54;Heroes 3: The Shadow of Death Género/s: Estrategia por turnos / Estrategia Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9.3 Fecha de lanzamiento: Año 2000 Desarrollo: 3DO Producción: 3DO Distribución: Ubisoft Precio: 3990 Jugadores: 1-8 Formato: 1 CD Trucos PC COMUNIDAD 7.79 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Heroes 3: The Shadow of Death para Ordenador 28 votos #84 en el ranking de Ordenador . #101 en el ranking global .;3DO;3DO;Estrategia por turnos / Estrategia;Año 2000;2000;https://vandal.elespanol.com/juegos/pc/heroes-3-the-shadow-of-death/447#p-13
864;Saints Row: The Third;PC;8,54;Saints Row: The Third Género/s: Mundo abierto / Tipo GTA Plataformas: Ficha técnica de la versión Xbox 360 Más información ANÁLISIS 8.8 84 Según 70 críticas Fecha de lanzamiento: 18/11/2011 Desarrollo: Volition Producción: THQ Distribución: THQ Precio: 69,95  Jugadores: 1 Formato: DVD Textos: Español Voces: Inglés Online: Sí Requisitos PC Trucos Xbox 360 Logros Estadísticas XBOX LIVE COMUNIDAD 8.65 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Saints Row: The Third para Xbox 360 95 votos #63 en el ranking de Xbox 360 .;Volition;THQ;Mundo abierto / Tipo GTA;18/11/2011;2011;https://vandal.elespanol.com/juegos/x360/saints-row-the-third/9660#p-13
865;F1 2011;PC;8,54;F1 2011 Género/s: Deportes / Monoplazas Plataformas: Ficha técnica de la versión PS3 Más información ANÁLISIS 8.5 82 Según 36 críticas Fecha de lanzamiento: 23/9/2011 Desarrollo: Codemasters Producción: Codemasters Distribución: Namco Bandai Precio: 65,95  Jugadores: 1-2 Formato: Blu-ray Textos: Español Voces: Español Online: 16 jugadores Requisitos PC Trucos PS3 Trofeos Estadísticas PSN COMUNIDAD 8.31 Seguir - 10 9 8 7 6 5 4 3 2 1 0 F1 2011 para PlayStation 3 45 votos #88 en el ranking de PlayStation 3 .;Codemasters;Codemasters;Deportes / Monoplazas;23/9/2011;2011;https://vandal.elespanol.com/juegos/ps3/f1-2011/13609#p-13
866;Cosmic Star Heroine;PC;8,54;Cosmic Star Heroine Género/s: JRPG / Rol Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.4 76 Según 8 críticas Fecha de lanzamiento: 18/4/2017 Desarrollo: Zeboyd Games Producción: Zeboyd Games Distribución: PlayStation Network Precio: 14,99  Jugadores: 1 Formato: Descarga Textos: Inglés Voces: No Online: No Requisitos PC Trofeos Estadísticas PSN COMUNIDAD 7 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Cosmic Star Heroine para PlayStation 4 1 votos Insuficientes votos para figurar en los rankings.;Zeboyd Games;Zeboyd Games;JRPG / Rol;18/4/2017;2017;https://vandal.elespanol.com/juegos/ps4/cosmic-star-heroine/22160#p-13
867;Final Fantasy X-2 HD Remaster;PSVITA;8,54;Final Fantasy X-2 HD Remaster Género/s: JRPG / Rol Plataformas: Ficha técnica de la versión PSVITA Más información ANÁLISIS 8.5 86 Según 14 críticas Fecha de lanzamiento: 21/3/2014 Desarrollo: Square Enix Producción: Square Enix Distribución: Koch Media Precio: 39,99  Jugadores: 1 Formato: Tarjeta Textos: Español Voces: Inglés Online: No Trucos PSVITA Trofeos Estadísticas PSN COMUNIDAD 8.53 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Final Fantasy X-2 HD Remaster para PSVITA 18 votos #17 en el ranking de PSVITA . #101 en el ranking global .;Square Enix;Square Enix;JRPG / Rol;21/3/2014;2014;https://vandal.elespanol.com/juegos/psvita/final-fantasy-x2-hd-remaster/20769#p-61
868;Yakuza 6: The Song of Life;PS4;8,54;Yakuza 6: The Song of Life Género/s: Mundo abierto / Tipo GTA Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.5 83 Según 91 críticas Fecha de lanzamiento: 17/4/2018 Desarrollo: Sega Producción: Sega Distribución: Koch Media Precio: 59,99  Jugadores: 1 Formato: Blu-ray Textos: Inglés Voces: Japonés Online: No Requisitos PC Trofeos Estadísticas PSN COMUNIDAD 8.84 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Yakuza 6: The Song of Life para PlayStation 4 16 votos #60 en el ranking de PlayStation 4 . #101 en el ranking global .;Sega;Sega;Mundo abierto / Tipo GTA;17/4/2018;2018;https://vandal.elespanol.com/juegos/ps4/yakuza-6-the-song-of-life/33480#p-73
869;Nioh;PS4;8,54;Nioh Género/s: Action-RPG / Hack and Slash / Tipo Souls Plataformas: Cancelado en PS3 Ficha técnica de la versión PS4 Más información ANÁLISIS 8.2 88 Según 100 críticas Fecha de lanzamiento : 8/2/2017 Desarrollo: Team Ninja Producción: Tecmo Koei Distribución: Sony Precio: 64,95  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Inglés/Japonés Online: Sí Trofeos Estadísticas PSN COMUNIDAD 8.62 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Nioh para PlayStation 4 118 votos #60 en el ranking de PlayStation 4 . #101 en el ranking global .;Team Ninja;Tecmo Koei;Action-RPG / Hack and Slash / Tipo Souls;8/2/2017;2017;https://vandal.elespanol.com/juegos/ps4/nioh/33484#p-73
870;Kingdom Hearts HD 1.5 + 2.5 Remix;PS4;8,54;Kingdom Hearts HD 1.5 + 2.5 Remix Género/s: Action-RPG / Rol Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.4 84 Según 35 críticas Fecha de lanzamiento: 31/3/2017 Desarrollo: Square Enix Producción: Square Enix Distribución: Koch Media Precio: 44,95  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Inglés/Japonés Online: No Trofeos Estadísticas PSN COMUNIDAD 8.83 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Kingdom Hearts HD 1.5 + 2.5 Remix para PlayStation 4 37 votos #60 en el ranking de PlayStation 4 . #101 en el ranking global .;Square Enix;Square Enix;Action-RPG / Rol;31/3/2017;2017;https://vandal.elespanol.com/juegos/ps4/kingdom-hearts-hd-15-25-remix/43173#p-73
871;Gran Turismo 7;PS4;8,54;Gran Turismo 7 Género/s: Carreras simulación / Coches Plataformas: Ficha técnica de la versión PS5 Más información ANÁLISIS 8.4 87 Según 119 críticas Fecha de lanzamiento : 4/3/2022 Desarrollo: Polyphony Digital Producción: Sony Distribución: Sony Precio: 79,99  Jugadores: 1-2 Formato: Blu-ray Textos: Español Voces: - Online: Sí Requisitos PC COMUNIDAD 8.21 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Gran Turismo 7 para PlayStation 5 45 votos #52 en el ranking de PlayStation 5 .;Polyphony Digital;Sony;Carreras simulación / Coches;4/3/2022;2022;https://vandal.elespanol.com/juegos/ps5/gran-turismo-7/86452#p-73
872;Guacamelee! Super Turbo Championship Edition;XBOne;8,54;Guacamelee! Super Turbo Championship Edition Género/s: Beat'em up / Metroidvania / Plataformas 2D Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.5 87 Según 30 críticas Fecha de lanzamiento: 2/7/2014 Desarrollo: DrinkBox Studios Producción: DrinkBox Studios Distribución: PlayStation Store Precio: 13,99  Jugadores: 1-2 Formato: Descarga Textos: Español Voces: No Online: Marcadores Requisitos PC Trucos PS4 Trofeos Estadísticas PSN COMUNIDAD 7.68 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Guacamelee! Super Turbo Championship Edition para PlayStation 4 15 votos #83 en el ranking de PlayStation 4 . #126 en el ranking global .;DrinkBox Studios;DrinkBox Studios;Beat'em up / Metroidvania / Plataformas 2D;2/7/2014;2014;https://vandal.elespanol.com/juegos/ps4/guacamelee-super-turbo-championship-edition/23080#p-79
873;Gears of War 4;XBOne;8,54;Gears of War 4 Género/s: Shooter en tercera persona Plataformas: Ficha técnica de la versión Xbox One Más información ANÁLISIS 8.7 84 Según 99 críticas Fecha de lanzamiento: 11/10/2016 Desarrollo: The Coalition Producción: Microsoft Studios Distribución: Microsoft Precio: 59,99  Jugadores: 1-2 Formato: Blu-ray Textos: Español Voces: Español Online: Sí Trucos Xbox One Logros Estadísticas XBOX LIVE COMUNIDAD 8.54 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Gears of War 4 para Xbox One 121 votos #54 en el ranking de Xbox One . #101 en el ranking global .;The Coalition;Microsoft Studios;Shooter en tercera persona;11/10/2016;2016;https://vandal.elespanol.com/juegos/xbone/gears-of-war-4/23857#p-79
874;Rare Replay;XBOne;8,54;Rare Replay Género/s: Compilacion / Otros Plataformas: Ficha técnica de la versión Xbox One Más información ANÁLISIS 8.5 84 Según 75 críticas Fecha de lanzamiento: 4/8/2015 Desarrollo: Rare Producción: Microsoft Distribución: Microsoft Precio: 29,95  Jugadores: 1-2 Formato: Blu-ray Textos: Español / Inglés Voces: Inglés Online: No Logros Estadísticas XBOX LIVE COMUNIDAD 8.73 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Rare Replay para Xbox One 57 votos #54 en el ranking de Xbox One . #101 en el ranking global .;Rare;Microsoft;Compilacion / Otros;4/8/2015;2015;https://vandal.elespanol.com/juegos/xbone/rare-replay/31611#p-79
875;FIFA 18;XBOne;8,54;FIFA 18 Género/s: Deportes / Fútbol Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.8 84 Según 68 críticas Fecha de lanzamiento: 29/9/2017 Desarrollo: EA Sports Producción: EA Sports Distribución: Electronic Arts Precio: 69,99  Jugadores: 1-4 Formato: Blu-ray Textos: Español Voces: Español Online: Sí Requisitos PC Trofeos Estadísticas PSN COMUNIDAD 7.6 Seguir - 10 9 8 7 6 5 4 3 2 1 0 FIFA 18 para PlayStation 4 45 votos #86 en el ranking de PlayStation 4 . #129 en el ranking global .;EA Sports;EA Sports;Deportes / Fútbol;29/9/2017;2017;https://vandal.elespanol.com/juegos/ps4/fifa-18/45806#p-79
876;The Outer Worlds;XBOne;8,54;The Outer Worlds Género/s: Action-RPG / Aventura de acción Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.9 82 Según 29 críticas Fecha de lanzamiento: 23/10/2020 Desarrollo: Obsidian Entertainment Producción: Private Division Distribución: Steam Precio: 59,99 € Jugadores: 1 Formato: Descarga Textos: Español Voces: Inglés Online: - Requisitos PC Logros Estadísticas Steam COMUNIDAD 7.63 Seguir - 10 9 8 7 6 5 4 3 2 1 0 The Outer Worlds para Ordenador 34 votos #114 en el ranking de Ordenador . #131 en el ranking global .;Obsidian Entertainment;Private Division;Action-RPG / Aventura de acción;23/10/2020;2020;https://vandal.elespanol.com/juegos/pc/the-outer-worlds/68645#p-79
877;Neverwinter Nights 2;PC;8,53;Neverwinter Nights 2 Género/s: RPG Occidental / Rol Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9 82 Según 46 críticas Fecha de lanzamiento: 3/11/2006 Desarrollo: Obsidian Entertainment Producción: Atari Distribución: Atari Precio: 49,99  Jugadores: 1-64 Formato: PC DVD Textos: Español Voces: Español Online: Sí Trucos PC Estadísticas Steam COMUNIDAD 8.4 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Neverwinter Nights 2 para Ordenador 39 votos #85 en el ranking de Ordenador . #102 en el ranking global .;Obsidian Entertainment;Atari;RPG Occidental / Rol;3/11/2006;2006;https://vandal.elespanol.com/juegos/pc/neverwinter-nights-2/3714#p-13
878;Prince of Persia: The Two Thrones;PC;8,53;Prince of Persia: The Two Thrones Género/s: Aventura de acción / Plataformas 3D Plataformas: Ficha técnica de la versión PS2 Más información ANÁLISIS 9.2 Fecha de lanzamiento: 7/12/2005 Desarrollo: Ubisoft Producción: Ubisoft Distribución: Ubisoft Precio: 59.95  Jugadores: 1 Formato: 1 DVD Textos: Español Voces: Español Requisitos PC Trucos PS2 COMUNIDAD 8.19 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Prince of Persia: The Two Thrones para PlayStation 2 93 votos #36 en el ranking de PlayStation 2 .;Ubisoft;Ubisoft;Aventura de acción / Plataformas 3D;7/12/2005;2005;https://vandal.elespanol.com/juegos/ps2/prince-of-persia-the-two-thrones/4475#p-13
879;Total Club Manager 2006;PC;8,53;Total Club Manager 2006 Género/s: Fútbol / Manager / Simulación Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.6 Fecha de lanzamiento: 6/10/2005 Desarrollo: EA Sports Producción: Electronic Arts Distribución: Electronic Arts Precio: 19.95  Jugadores: 1 Formato: 1 DVD Textos: Español Voces: Español COMUNIDAD 8.48 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Total Club Manager 2006 para Ordenador 13 votos #85 en el ranking de Ordenador . #102 en el ranking global .;EA Sports;Electronic Arts;Fútbol / Manager / Simulación;6/10/2005;2005;https://vandal.elespanol.com/juegos/pc/total-club-manager-2006/4919#p-13
880;Guild Wars Nightfall;PC;8,53;Guild Wars Nightfall Género/s: Acción / MMORPG Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.8 84 Según 30 críticas Fecha de lanzamiento: 27/10/2006 Desarrollo: ArenaNet Producción: NCSoft Distribución: Friendware Precio: 44.95  Jugadores: Masivo Online Formato: 1 DVD Textos: Español Voces: Español Online: Sí Requisitos PC Estadísticas Steam COMUNIDAD 8.39 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Guild Wars Nightfall para Ordenador 20 votos #85 en el ranking de Ordenador . #102 en el ranking global .;ArenaNet;NCSoft;Acción / MMORPG;27/10/2006;2006;https://vandal.elespanol.com/juegos/pc/guild-wars-nightfall/5789#p-13
881;The Elder Scrolls IV: Oblivion - Shivering Isles;PC;8,53;The Elder Scrolls IV: Oblivion - Shivering Isles Género/s: Mundo abierto / RPG Occidental Plataformas: Ficha técnica de la versión Xbox 360 Más información ANÁLISIS 86 Según 45 críticas Fecha de lanzamiento: Abril 2007 Desarrollo: Bethesda Softworks Producción: Bethesda Softworks Trucos Xbox 360 COMUNIDAD 8.84 Seguir - 10 9 8 7 6 5 4 3 2 1 0 The Elder Scrolls IV: Oblivion - Shivering Isles para Xbox 360 36 votos #54 en el ranking de Xbox 360 .;Bethesda Softworks;Bethesda Softworks;Mundo abierto / RPG Occidental;Abril 2007;2007;https://vandal.elespanol.com/juegos/x360/the-elder-scrolls-iv-oblivion-shivering-isles/6455#p-13
882;Hotline Miami;PC;8,53;Hotline Miami Género/s: Shooter en tercera persona Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.9 85 Según 51 críticas Fecha de lanzamiento: 23/10/2012 Desarrollo: Jonatan Södertröm / Dennaton Producción: Dennaton Distribución: Steam Precio: 8,49  Jugadores: 1 Formato: Descarga Textos: Español Voces: No Online: No Requisitos PC Trucos PC Logros Estadísticas Steam COMUNIDAD 8.21 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Hotline Miami para Ordenador 36 votos #85 en el ranking de Ordenador . #102 en el ranking global .;Jonatan Södertröm / Dennaton;Dennaton;Shooter en tercera persona;23/10/2012;2012;https://vandal.elespanol.com/juegos/pc/hotline-miami/16321#p-13
883;Return of the Obra Dinn;PC;8,53;Return of the Obra Dinn Género/s: Aventura narrativa Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.5 89 Según 34 críticas Fecha de lanzamiento: 18/10/2018 Desarrollo: Lucas Pope Producción: Lucas Pope / 3909 Distribución: Steam Precio: 16,79  Jugadores: 1 Formato: Descarga Textos: Español Voces: Inglés Online: - Requisitos PC Logros Estadísticas Steam COMUNIDAD 8.21 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Return of the Obra Dinn para Ordenador 5 votos Insuficientes votos para figurar en los rankings.;Lucas Pope;Lucas Pope;Aventura narrativa;18/10/2018;2018;https://vandal.elespanol.com/juegos/pc/return-of-the-obra-dinn/24565#p-13
884;Inside;PC;8,53;Inside Género/s: Aventura de exploración y puzles / Plataformas de puzles Plataformas: Ficha técnica de la versión Xbox One Más información ANÁLISIS 8.5 93 Según 87 críticas Fecha de lanzamiento: 29/6/2016 Desarrollo: PlayDead Producción: Microsoft Game Studios Distribución: Microsoft Store Precio: 19,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: No Online: No Requisitos PC Logros Estadísticas XBOX LIVE COMUNIDAD 8.78 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Inside para Xbox One 32 votos #32 en el ranking de Xbox One . #69 en el ranking global .;PlayDead;Microsoft Game Studios;Aventura de exploración y puzles / Plataformas de puzles;29/6/2016;2016;https://vandal.elespanol.com/juegos/xbone/inside/24727#p-13
